name;nodes;edges;edge_percentage;algorithm;k;independent_k;result;solution;elapsed_time;operations_count;solutions_count
graph_18_0.75.gml;18;114;0.75;brute_force;0.75;13;False;-1;0.004034996032714844;17370;8568
graph_18_0.125.gml;18;19;0.125;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_18_0.125.gml;18;19;0.125;brute_force;0.25;4;True;(11, 68):(30, 2):(51, 100):(100, 6);0.0;85;16
graph_18_0.125.gml;18;19;0.125;brute_force;0.5;9;True;(11, 68):(27, 93):(72, 79):(41, 72):(1, 29):(100, 6):(33, 37):(30, 2):(84, 31);0.01352834701538086;63419;7456
graph_18_0.125.gml;18;19;0.125;brute_force;0.75;13;False;-1;0.01254415512084961;56756;8568
graph_19_0.5.gml;19;85;0.5;brute_force;0.125;2;True;(11, 68):(100, 6);0.0;2;-1
graph_19_0.5.gml;19;85;0.5;brute_force;0.25;4;True;(11, 68):(63, 50):(100, 6):(13, 46);0.0009989738464355469;156;43
graph_19_0.5.gml;19;85;0.5;brute_force;0.5;9;False;-1;0.05506706237792969;275366;92378
graph_19_0.5.gml;19;85;0.5;brute_force;0.75;14;False;-1;0.00751185417175293;33037;11628
graph_19_0.25.gml;19;42;0.25;brute_force;0.125;2;True;(11, 68):(100, 6);0.0010020732879638672;2;-1
graph_19_0.25.gml;19;42;0.25;brute_force;0.25;4;True;(11, 68):(99, 95):(100, 6):(30, 2);0.0;7;-1
